,User_ID,Gender,Age,Height,Weight,Activities,Total_cal
3126,15669337,female,33,166.0,65.0,2,1956.21
3127,16239426,male,35,182.0,85.0,4,3281.81
3128,14254415,female,64,166.0,69.0,5,2499.26
3129,10587535,male,31,190.0,87.0,3,3095.5
3130,15082070,female,33,170.0,71.0,3,2305.62
3131,12811292,male,30,188.0,93.0,4,3581.27
3132,19467880,female,35,168.0,69.0,4,2510.39
3133,10201619,male,23,184.0,81.0,3,3005.91
3134,11133815,female,51,176.0,71.0,3,2191.23
3135,14135627,female,76,157.0,58.0,4,1961.67
3136,17489844,male,33,180.0,79.0,4,3146.23
3137,14399506,male,74,184.0,94.0,5,3364.14
3138,17190515,female,32,181.0,78.0,2,2171.4
3139,16064263,male,41,182.0,79.0,1,2135.4
3140,16447720,female,52,152.0,51.0,3,1819.39
3141,13811314,male,50,184.0,83.0,4,3075.85
3142,19149823,male,61,171.0,78.0,4,2716.53
3143,16710861,female,31,168.0,65.0,2,1974.09
3144,16453527,male,31,195.0,100.0,2,3025.27
3145,15619276,female,48,171.0,69.0,5,2659.24
3146,19557593,female,32,176.0,67.0,2,2013.82
3147,17276463,female,70,163.0,62.0,3,1882.63
3148,10693772,female,61,170.0,68.0,1,1592.52
3149,15402776,male,33,181.0,81.0,5,3526.97
3150,11849201,female,32,174.0,70.0,4,2569.91
3151,10817414,male,37,185.0,87.0,3,2993.51
3152,12546389,female,27,160.0,61.0,3,2172.63
3153,12037794,female,43,158.0,61.0,4,2282.0
3154,14785428,female,23,148.0,48.0,2,1751.89
3155,13137424,female,32,172.0,63.0,3,2199.45
3156,13361196,female,22,169.0,68.0,3,2338.33
3157,18434125,male,25,198.0,93.0,5,4104.19
3158,12451657,male,27,178.0,75.0,3,2789.85
3159,12296171,male,42,192.0,87.0,4,3333.22
3160,13902207,male,35,194.0,96.0,3,3275.46
3161,12936477,female,26,175.0,70.0,4,2621.66
3162,18181134,female,24,166.0,64.0,2,2001.18
3163,15953045,female,36,168.0,69.0,3,2248.43
3164,15280775,male,40,172.0,80.0,3,2712.5
3165,12477808,female,29,174.0,73.0,2,2107.46
3166,15190552,female,61,171.0,72.0,1,1640.76
3167,17295669,female,22,153.0,55.0,4,2337.38
3168,16158469,female,28,162.0,62.0,3,2185.81
3169,16292172,male,33,189.0,92.0,4,3531.07
3170,16183479,female,70,147.0,46.0,2,1419.27
3171,16148770,male,39,175.0,77.0,2,2379.71
3172,12076436,female,34,176.0,70.0,3,2300.2
3173,16415225,female,30,173.0,65.0,5,2753.86
3174,10227127,female,39,170.0,72.0,2,2019.74
3175,12563494,female,39,173.0,69.0,2,1987.56
3176,14699884,female,44,162.0,62.0,4,2302.87
3177,14685737,female,68,163.0,60.0,1,1445.76
3178,16283239,male,47,192.0,101.0,3,3239.65
3179,19058003,male,53,195.0,102.0,4,3584.55
3180,12678061,female,55,165.0,71.0,1,1650.12
3181,13085698,female,79,156.0,54.0,2,1488.99
3182,15776062,male,40,196.0,93.0,4,3532.97
3183,12372746,male,20,168.0,69.0,3,2658.72
3184,19866745,female,74,148.0,52.0,5,2038.32
3185,12129721,female,23,182.0,70.0,4,2667.71
3186,14192326,male,20,192.0,89.0,2,2900.29
3187,19917515,female,26,177.0,70.0,3,2361.27
3188,13801578,male,46,182.0,81.0,2,2437.74
3189,16214662,female,72,166.0,60.0,4,2055.16
3190,15237862,female,22,154.0,53.0,5,2541.44
3191,19079605,male,70,195.0,102.0,3,3041.72
3192,11960332,male,53,176.0,81.0,4,2924.39
3193,10430500,female,50,159.0,59.0,1,1527.12
3194,15340495,female,67,167.0,70.0,4,2264.41
3195,17352471,female,35,155.0,55.0,2,1784.06
3196,11198823,female,52,154.0,56.0,4,2113.82
3197,16627647,female,51,151.0,51.0,2,1617.96
3198,15727592,female,39,176.0,76.0,5,2884.39
3199,18718920,male,73,192.0,102.0,3,2986.85
3200,14660676,female,27,164.0,64.0,2,1976.84
3201,18510605,male,35,192.0,98.0,1,2556.72
3202,16186723,male,29,168.0,72.0,2,2330.9
3203,18789216,female,40,146.0,49.0,1,1440.24
3204,11464905,male,26,183.0,80.0,1,2280.24
3205,18819274,male,76,175.0,77.0,3,2292.61
3206,13954315,male,32,193.0,98.0,3,3341.8
3207,16060578,female,28,166.0,62.0,4,2445.01
3208,10526924,female,57,159.0,61.0,4,2171.6
3209,19570514,male,33,162.0,70.0,4,2778.28
3210,12212390,female,22,157.0,54.0,3,2096.53
3211,17540899,male,39,189.0,94.0,2,2796.2
3212,17922507,male,50,203.0,101.0,3,3293.28
3213,19367182,female,26,163.0,60.0,4,2418.8
3214,19325095,female,65,168.0,66.0,5,2442.45
3215,12137980,male,23,170.0,70.0,5,3265.34
3216,15273544,male,52,194.0,94.0,3,3053.81
3217,11297448,female,72,146.0,51.0,3,1656.95
3218,12576904,female,44,157.0,64.0,4,2320.47
3219,17148010,male,51,184.0,93.0,1,2295.96
3220,12683815,female,38,162.0,59.0,2,1834.8
3221,15130072,male,56,192.0,91.0,4,3263.53
3222,16614077,male,67,184.0,91.0,4,3065.5
3223,11608476,female,24,155.0,55.0,5,2563.48
3224,19105462,male,27,186.0,93.0,5,3964.35
3225,15613086,male,38,186.0,89.0,4,3375.65
3226,17367030,male,28,180.0,80.0,3,2900.98
3227,12079044,female,20,169.0,65.0,1,1787.04
3228,11988403,female,66,166.0,65.0,4,2186.61
3229,10243918,female,35,172.0,65.0,2,1958.14
3230,16072234,male,45,183.0,85.0,1,2207.4
3231,18836258,female,26,165.0,62.0,3,2208.75
3232,18355524,female,73,172.0,70.0,1,1552.2
3233,11045810,male,20,193.0,101.0,3,3531.98
3234,11009203,male,21,186.0,80.0,3,3021.26
3235,13787129,female,23,158.0,62.0,4,2460.71
3236,11351296,male,77,183.0,85.0,3,2513.95
3237,17498795,male,21,175.0,73.0,4,3102.07
3238,11965755,male,44,170.0,79.0,1,2038.92
3239,14654679,male,56,176.0,83.0,5,3234.37
3240,15885735,male,21,175.0,73.0,4,3102.07
3241,16590680,male,27,171.0,77.0,1,2150.76
3242,16185766,female,22,174.0,73.0,4,2700.66
3243,18484036,female,33,167.0,62.0,3,2163.33
3244,14514827,male,38,201.0,101.0,3,3404.26
3245,10840577,female,32,157.0,50.0,5,2407.68
3246,14747815,female,60,159.0,53.0,2,1606.0
3247,11727872,female,35,151.0,51.0,5,2378.61
3248,17094041,female,45,169.0,66.0,3,2141.01
3249,14783606,male,69,171.0,76.0,2,2052.88
3250,11890446,male,71,178.0,80.0,2,2157.65
3251,17338539,female,78,175.0,73.0,4,2249.74
3252,10126521,male,59,182.0,86.0,1,2103.6
3253,16768226,female,43,173.0,67.0,1,1689.0
3254,11068378,male,22,187.0,86.0,2,2790.7
3255,14663929,male,65,193.0,99.0,2,2674.79
3256,15537965,female,33,178.0,73.0,2,2091.51
3257,16639713,female,22,163.0,66.0,4,2550.59
3258,19413131,female,38,176.0,77.0,4,2643.39
3259,12334873,female,56,180.0,76.0,1,1734.48
3260,16318598,female,27,179.0,79.0,3,2493.49
3261,15408703,female,24,164.0,65.0,1,1753.68
3262,13430155,male,35,187.0,85.0,3,2987.62
3263,11773824,female,39,180.0,77.0,4,2647.7
3264,15032068,female,57,154.0,59.0,2,1692.21
3265,17236244,female,61,156.0,59.0,3,1884.03
3266,19314856,male,24,185.0,89.0,5,3889.49
3267,19978901,female,31,163.0,67.0,2,1988.11
3268,17635362,male,71,187.0,93.0,5,3405.37
3269,14959313,male,40,190.0,89.0,1,2355.96
3270,13256569,male,35,184.0,85.0,3,2964.38
3271,16109389,female,25,159.0,57.0,4,2364.8
3272,12121015,male,20,187.0,90.0,4,3619.05
3273,15081483,female,31,165.0,62.0,3,2172.32
3274,10174029,female,64,174.0,72.0,5,2581.34
3275,19181116,female,21,155.0,50.0,3,2038.71
3276,14685327,male,65,192.0,90.0,5,3452.3
3277,10428208,female,48,175.0,70.0,3,2195.42
3278,17298747,female,56,168.0,71.0,5,2614.02
3279,10364778,male,76,179.0,79.0,4,2633.21
3280,19137873,female,56,179.0,76.0,1,1732.32
3281,19873655,female,20,166.0,66.0,3,2314.77
3282,13123941,male,52,186.0,93.0,2,2635.19
3283,13435615,male,27,180.0,78.0,4,3192.98
3284,14496194,female,32,163.0,58.0,3,2099.94
3285,15529636,female,58,167.0,66.0,2,1810.32
3286,11960136,female,39,179.0,76.0,1,1828.2
3287,19459600,male,70,176.0,83.0,5,3053.49
3288,17114577,female,47,157.0,66.0,4,2329.27
3289,17585464,male,67,187.0,94.0,3,2841.46
3290,13034064,male,66,185.0,90.0,2,2440.9
3291,15791476,female,22,149.0,50.0,3,2014.69
3292,18661654,male,74,180.0,88.0,4,2877.99
3293,13235889,female,57,160.0,60.0,1,1501.32
3294,12872686,female,38,164.0,61.0,2,1866.15
3295,14507249,female,26,175.0,71.0,2,2102.92
3296,16681452,female,23,168.0,69.0,1,1814.04
3297,13558123,female,74,172.0,72.0,3,2027.4
3298,13139658,male,33,184.0,87.0,4,3369.79
3299,13072974,female,49,153.0,57.0,4,2151.59
3300,14335458,female,20,158.0,60.0,3,2203.17
3301,12451639,female,47,174.0,71.0,3,2214.8
3302,12742661,female,20,159.0,59.0,5,2685.84
3303,19370756,female,68,175.0,72.0,3,2079.48
3304,18860167,female,24,163.0,66.0,2,2020.15
3305,16723901,male,51,178.0,85.0,2,2438.84
3306,11379220,female,54,169.0,65.0,2,1827.93
3307,11877586,female,48,157.0,62.0,1,1568.64
3308,11378149,male,63,194.0,103.0,4,3482.26
3309,12488225,female,64,166.0,68.0,5,2481.02
3310,12051718,male,38,188.0,89.0,1,2360.28
3311,11025836,female,31,153.0,54.0,4,2247.85
3312,11936405,male,36,210.0,117.0,1,2968.92
3313,17839214,female,35,166.0,70.0,3,2265.01
3314,13504699,female,73,167.0,69.0,3,1976.1
3315,19802483,male,47,175.0,79.0,3,2640.74
3316,15690285,female,49,153.0,52.0,4,2068.79
3317,12939402,male,63,158.0,63.0,3,2000.58
3318,17677321,male,63,199.0,101.0,2,2772.41
3319,14270825,female,32,170.0,67.0,2,1998.97
3320,12706483,female,63,162.0,64.0,4,2181.95
3321,14564528,female,23,161.0,61.0,2,1955.66
3322,16262909,male,50,183.0,84.0,1,2150.16
3323,11251821,female,41,161.0,62.0,2,1852.54
3324,11801514,male,31,178.0,77.0,4,3105.17
3325,16187828,male,43,167.0,71.0,3,2451.01
3326,16004941,male,27,168.0,64.0,4,2758.62
3327,15395918,male,22,187.0,85.0,5,3830.21
3328,16473518,female,49,166.0,60.0,3,2014.23
3329,12386095,male,55,164.0,69.0,4,2513.84
3330,16002371,female,52,161.0,63.0,4,2251.47
3331,19743095,female,24,167.0,63.0,3,2243.78
3332,15752262,female,63,162.0,58.0,5,2293.87
3333,17650066,male,35,177.0,75.0,4,3002.36
3334,16977964,female,24,167.0,67.0,5,2823.4
3335,15848505,male,25,190.0,91.0,5,3976.13
3336,19660801,male,59,164.0,68.0,1,1699.68
3337,19669914,male,45,183.0,85.0,2,2529.31
3338,10816626,female,26,149.0,50.0,3,1985.55
3339,18455696,female,56,174.0,69.0,2,1880.18
3340,11427814,male,46,186.0,84.0,1,2200.8
3341,18758816,female,52,159.0,59.0,2,1736.9
3342,16606738,female,76,155.0,63.0,3,1831.48
3343,13433795,male,21,196.0,95.0,5,4188.93
3344,16991521,female,32,167.0,63.0,2,1938.75
3345,11574795,male,64,188.0,92.0,2,2517.9
3346,18218355,male,29,179.0,77.0,4,3137.26
3347,15397568,male,45,185.0,85.0,2,2543.06
3348,15650804,female,29,158.0,56.0,5,2547.33
3349,15620456,male,61,182.0,87.0,4,3024.1
3350,19756953,female,56,169.0,65.0,3,2046.0
3351,18078275,male,70,186.0,82.0,4,2834.86
3352,11664944,female,34,180.0,73.0,3,2356.0
3353,19375141,male,28,186.0,83.0,5,3691.13
3354,11706021,female,33,163.0,62.0,3,2152.18
3355,11218506,female,76,172.0,76.0,4,2306.32
3356,16840126,male,22,177.0,77.0,2,2552.41
3357,17825244,male,65,189.0,98.0,5,3632.04
3358,15852013,male,26,190.0,88.0,3,3169.44
3359,12020677,male,43,192.0,100.0,3,3260.58
3360,12239606,female,64,159.0,59.0,5,2292.92
3361,12329594,male,24,190.0,89.0,4,3574.37
3362,16823412,female,59,164.0,61.0,4,2170.91
3363,15062817,male,28,184.0,79.0,3,2910.75
3364,13277223,male,20,175.0,73.0,3,2797.9
3365,17094094,female,29,177.0,68.0,4,2570.42
3366,19222525,female,35,164.0,63.0,5,2641.95
3367,17204407,male,63,184.0,84.0,5,3245.96
3368,18718338,female,33,173.0,63.0,1,1699.32
3369,15118662,male,73,185.0,83.0,1,1958.04
3370,10370812,male,45,191.0,99.0,3,3210.52
3371,13061946,male,23,196.0,90.0,3,3290.03
3372,19608093,female,50,154.0,55.0,2,1684.65
3373,12348096,male,40,179.0,76.0,1,2076.24
3374,13326376,female,61,164.0,62.0,3,1950.98
3375,15526188,female,63,172.0,70.0,1,1608.6
3376,13904930,female,22,168.0,63.0,4,2516.43
3377,17211445,female,24,152.0,52.0,1,1578.0
3378,16893999,male,29,195.0,96.0,3,3346.45
3379,12348364,male,29,183.0,87.0,1,2370.84
3380,11586146,female,27,167.0,60.0,4,2423.11
3381,14352945,male,41,197.0,102.0,5,4122.24
3382,19149514,female,53,174.0,66.0,4,2333.41
3383,19450091,female,25,149.0,54.0,3,2052.36
3384,19089595,male,33,181.0,79.0,1,2194.68
3385,16498944,female,27,181.0,73.0,3,2409.78
3386,19111689,male,51,171.0,76.0,2,2221.18
3387,11864438,female,27,163.0,56.0,2,1868.76
3388,18373224,male,21,188.0,93.0,4,3686.84
3389,18492508,male,58,186.0,90.0,4,3164.68
3390,17582995,male,29,192.0,88.0,5,3865.36
3391,11811625,female,74,172.0,73.0,2,1811.7
3392,13027111,female,24,169.0,66.0,2,2035.0
3393,11297752,female,40,172.0,59.0,1,1611.6
3394,17107035,female,47,151.0,55.0,4,2128.48
3395,17103446,male,35,198.0,103.0,2,3065.01
3396,14626571,male,57,187.0,86.0,4,3090.51
3397,17111333,male,71,193.0,90.0,4,3072.57
3398,19194028,female,34,176.0,76.0,3,2389.48
3399,11508773,male,52,173.0,77.0,2,2244.41
3400,15030497,male,21,181.0,77.0,1,2259.72
3401,18435723,female,34,161.0,64.0,2,1924.18
3402,10137959,female,49,172.0,71.0,2,1946.86
3403,16705862,male,26,174.0,73.0,5,3342.67
3404,19246060,female,24,152.0,53.0,3,2053.13
3405,18975061,male,67,174.0,74.0,2,2054.53
3406,15902380,male,23,196.0,96.0,3,3417.44
3407,14575693,male,32,187.0,90.0,2,2772.55
3408,13361748,female,21,161.0,55.0,4,2370.32
3409,16344308,female,25,185.0,85.0,4,2909.21
3410,19946953,male,29,167.0,71.0,2,2305.19
3411,14509148,female,33,166.0,65.0,1,1707.24
3412,19241477,female,23,172.0,69.0,4,2620.1
3413,15672175,male,24,176.0,78.0,5,3517.66
3414,16666527,female,27,157.0,57.0,3,2104.74
3415,18172695,male,64,194.0,97.0,4,3328.73
3416,14474752,male,52,197.0,99.0,1,2464.44
3417,18541041,female,34,180.0,79.0,3,2445.28
3418,13967751,male,65,176.0,84.0,5,3144.12
3419,15146784,male,73,183.0,88.0,4,2915.59
3420,17003411,female,37,173.0,74.0,2,2066.49
3421,14289807,female,34,155.0,55.0,5,2474.18
3422,11549984,male,26,191.0,96.0,2,2969.17
3423,15864536,female,30,169.0,62.0,3,2190.77
3424,13790993,male,27,185.0,85.0,4,3401.53
3425,12499028,female,22,165.0,64.0,3,2267.65
3426,13423810,female,42,173.0,66.0,1,1683.12
3427,15348646,male,71,179.0,81.0,3,2461.24
3428,13925975,male,46,203.0,110.0,2,3128.4
3429,12382002,male,65,187.0,98.0,5,3613.04
3430,15025927,male,25,179.0,77.0,5,3507.21
3431,14815315,female,73,162.0,66.0,4,2134.0
3432,10177894,female,53,167.0,63.0,1,1573.56
3433,13698618,male,31,180.0,79.0,4,3169.69
3434,16772615,female,21,169.0,64.0,2,2027.99
3435,14948683,male,26,186.0,82.0,1,2331.12
3436,12751836,female,42,158.0,59.0,4,2256.99
3437,19015743,male,20,185.0,79.0,3,3002.82
3438,10165882,male,65,183.0,82.0,2,2285.8
3439,12197927,male,53,165.0,71.0,3,2330.11
3440,10380992,male,22,197.0,94.0,5,4159.48
3441,16110224,male,38,188.0,85.0,1,2294.52
3442,15770448,male,27,198.0,97.0,4,3797.24
3443,14047347,male,34,182.0,84.0,4,3269.91
3444,12329819,female,41,154.0,56.0,4,2203.0
3445,19823260,male,36,182.0,79.0,3,2810.93
3446,15600237,male,52,190.0,91.0,4,3293.2
3447,11540058,male,21,173.0,72.0,5,3371.74
3448,11677333,female,35,167.0,63.0,4,2407.93
3449,11153847,female,66,159.0,61.0,5,2311.54
3450,11190875,male,49,205.0,101.0,5,4068.85
3451,17951993,male,42,182.0,85.0,3,2875.1
3452,16772677,female,52,178.0,73.0,4,2469.86
3453,15858398,male,53,184.0,83.0,3,2732.18
3454,12169308,male,38,180.0,80.0,4,3111.21
3455,14069307,male,69,174.0,78.0,4,2648.57
3456,19109810,female,25,152.0,49.0,5,2434.85
3457,19245090,female,23,170.0,60.0,4,2464.85
3458,12736596,female,22,154.0,61.0,3,2192.32
3459,12079891,female,41,156.0,61.0,3,2059.48
3460,11834679,female,64,169.0,65.0,3,1987.72
3461,17964265,female,31,169.0,72.0,2,2068.96
3462,14701127,female,34,159.0,57.0,5,2524.34
3463,15955077,female,53,155.0,57.0,5,2340.99
3464,14070739,female,21,150.0,51.0,4,2269.93
3465,18360308,male,33,188.0,95.0,4,3593.35
3466,17453918,male,32,162.0,65.0,2,2129.74
3467,14397689,male,45,176.0,79.0,2,2368.16
3468,10083493,female,73,154.0,57.0,2,1562.41
3469,18992142,male,36,176.0,83.0,4,3171.07
3470,13251563,female,35,191.0,83.0,5,3099.09
3471,16145672,female,46,155.0,57.0,5,2403.5
3472,12941537,male,28,194.0,86.0,4,3491.05
3473,10832385,male,66,192.0,86.0,1,2106.48
3474,17811884,female,50,159.0,59.0,3,1972.53
3475,10153480,female,33,171.0,70.0,2,2034.59
3476,10204765,male,26,173.0,77.0,4,3120.7
3477,17146058,female,28,158.0,55.0,4,2304.26
3478,12437385,male,55,198.0,104.0,4,3634.23
3479,12399826,male,38,190.0,94.0,2,2812.43
3480,16137146,male,56,174.0,78.0,1,1948.56
3481,12377264,female,72,160.0,62.0,3,1859.69
3482,14734204,male,56,181.0,84.0,5,3307.9
3483,19643634,male,59,189.0,85.0,4,3060.67
3484,19981385,female,75,176.0,73.0,3,2046.15
3485,17643401,male,38,173.0,74.0,3,2613.92
3486,13577418,female,22,172.0,65.0,1,1782.24
3487,17494080,female,33,167.0,64.0,1,1697.88
3488,17007545,female,57,160.0,59.0,3,1924.33
3489,14160108,male,61,168.0,76.0,5,2911.56
3490,14674348,male,57,210.0,122.0,1,2879.76
3491,17667877,male,22,177.0,82.0,3,2983.44
3492,19937105,male,51,193.0,91.0,4,3330.8
3493,17035813,male,33,174.0,74.0,5,3278.26
3494,10387101,female,43,166.0,69.0,3,2191.86
3495,15775471,female,60,152.0,57.0,1,1432.56
3496,11097094,male,22,171.0,79.0,4,3197.63
3497,11158504,female,50,154.0,54.0,4,2096.91
3498,12617185,male,27,187.0,88.0,2,2781.62
3499,13124424,female,65,178.0,73.0,3,2124.59
3500,16710726,male,65,197.0,102.0,2,2758.8
3501,19326195,male,27,177.0,75.0,4,3096.2
3502,19945874,female,36,169.0,66.0,4,2455.71
3503,15580882,female,39,165.0,62.0,5,2591.41
3504,13316533,male,29,189.0,96.0,1,2554.8
3505,10431709,male,37,197.0,100.0,2,2982.93
3506,16488801,female,33,159.0,60.0,4,2349.62
3507,12052844,female,38,151.0,52.0,4,2151.77
3508,19948051,male,78,181.0,85.0,5,3049.69
3509,12436331,male,70,181.0,89.0,2,2357.16
3510,19542706,male,47,190.0,89.0,4,3304.58
3511,11435096,male,29,188.0,91.0,2,2826.31
3512,16069588,female,29,150.0,48.0,3,1936.73
3513,11403023,female,21,170.0,68.0,5,2878.69
3514,17703398,male,53,191.0,91.0,3,2956.31
3515,18142487,female,40,161.0,59.0,4,2282.52
3516,16699098,male,22,188.0,80.0,2,2684.55
3517,19569081,female,32,167.0,73.0,2,2070.75
3518,19700195,female,21,171.0,66.0,3,2321.43
3519,10299836,female,60,173.0,71.0,3,2117.3
3520,10008086,male,56,165.0,74.0,4,2628.9
3521,14964864,female,54,153.0,51.0,2,1603.53
3522,17993246,female,77,160.0,63.0,3,1838.14
3523,10578169,male,37,191.0,90.0,3,3103.72
3524,10383107,male,64,199.0,104.0,2,2819.58
3525,19390081,male,41,179.0,84.0,4,3161.93
3526,15634803,male,60,173.0,82.0,1,1975.68
3527,10259305,male,38,192.0,90.0,4,3451.03
3528,18137480,female,49,174.0,72.0,4,2465.2
3529,10578173,male,22,188.0,92.0,3,3281.04
3530,14027942,male,40,197.0,102.0,4,3754.29
3531,12907380,male,38,186.0,81.0,1,2216.76
3532,10679148,male,47,183.0,91.0,3,2957.55
3533,13713618,female,53,168.0,64.0,2,1818.71
3534,11731755,male,37,178.0,81.0,5,3446.79
3535,17913027,female,48,180.0,75.0,4,2541.62
3536,11860323,female,54,153.0,52.0,2,1616.73
3537,11894971,male,44,188.0,88.0,5,3633.56
3538,11187506,female,44,172.0,68.0,5,2680.14
3539,13758779,female,32,171.0,73.0,5,2875.08
3540,14239606,male,33,193.0,98.0,1,2579.04
3541,15083097,female,47,158.0,57.0,1,1518.84
3542,12548618,female,32,176.0,70.0,4,2576.11
3543,19985269,female,52,172.0,72.0,3,2187.67
3544,15559115,female,47,163.0,62.0,4,2281.66
3545,14799183,male,20,183.0,84.0,3,3093.49
3546,14932910,female,40,168.0,66.0,1,1683.6
3547,19797460,female,35,171.0,66.0,5,2720.61
3548,18523273,male,29,184.0,90.0,5,3841.42
3549,18626097,male,59,188.0,98.0,3,3018.47
3550,18057763,male,28,174.0,73.0,5,3316.83
3551,10684828,male,70,189.0,96.0,5,3515.38
3552,16779958,male,52,183.0,84.0,4,3067.4
3553,14230977,female,40,178.0,75.0,5,2864.06
3554,14344454,male,29,185.0,86.0,4,3401.7
3555,11050750,female,40,162.0,63.0,5,2590.46
3556,13414467,male,53,194.0,90.0,5,3626.34
3557,11691891,female,79,161.0,67.0,2,1672.96
3558,13568749,male,26,182.0,85.0,1,2356.44
3559,17973811,female,31,164.0,57.0,5,2568.23
3560,14456626,female,21,165.0,61.0,1,1726.68
3561,12653804,female,39,152.0,57.0,4,2229.56
3562,13377470,female,21,174.0,66.0,4,2592.85
3563,18695596,female,48,159.0,59.0,2,1762.75
3564,13361468,male,20,171.0,69.0,3,2681.97
3565,14195854,male,56,183.0,86.0,4,3067.74
3566,15757138,female,46,148.0,51.0,3,1851.94
3567,18558643,female,76,171.0,66.0,2,1703.9
3568,11359886,female,77,184.0,81.0,5,2663.61
3569,10026750,female,48,171.0,70.0,3,2184.26
3570,11616478,female,71,176.0,72.0,2,1827.79
3571,14472159,male,33,171.0,70.0,3,2566.18
3572,12810706,female,40,156.0,55.0,5,2424.02
3573,12342367,male,56,182.0,85.0,2,2419.59
3574,10407006,female,35,157.0,61.0,2,1868.21
3575,17493104,male,76,172.0,75.0,1,1724.04
3576,16065360,male,28,194.0,95.0,5,4079.49
3577,17965001,male,23,172.0,78.0,3,2849.21
3578,10454071,female,36,175.0,70.0,2,2025.1
3579,10407316,female,26,144.0,52.0,3,2001.36
3580,10783304,female,54,159.0,60.0,4,2179.37
3581,10745078,male,55,189.0,93.0,3,2962.2
3582,12293039,male,49,165.0,70.0,4,2616.48
3583,18361156,female,39,165.0,65.0,4,2402.41
3584,11280148,female,37,169.0,68.0,5,2732.39
3585,16324636,female,73,165.0,66.0,2,1708.44
3586,12781381,female,48,169.0,69.0,2,1919.5
3587,10504495,male,21,197.0,98.0,4,3882.63
3588,15281308,female,24,168.0,61.0,4,2467.1
3589,15717463,female,52,166.0,63.0,3,2037.01
3590,19333789,female,33,155.0,58.0,4,2304.08
3591,12561963,male,24,190.0,85.0,2,2773.79
3592,19416338,female,44,164.0,61.0,2,1827.38
3593,17777009,female,24,150.0,51.0,1,1562.16
3594,16407758,female,43,178.0,78.0,3,2359.26
3595,11437286,female,54,186.0,78.0,5,2821.12
3596,11867929,female,66,169.0,73.0,2,1855.97
3597,19274482,female,22,173.0,66.0,3,2319.73
3598,10971872,female,46,181.0,75.0,2,2041.32
3599,18523193,female,49,165.0,68.0,1,1649.4
3600,15222770,male,26,202.0,104.0,3,3602.2
3601,11388698,male,40,189.0,89.0,3,3035.37
3602,18167192,female,35,177.0,71.0,3,2310.58
3603,16376436,female,36,154.0,59.0,2,1827.93
3604,18218792,male,20,186.0,83.0,3,3095.51
3605,16006999,female,58,171.0,74.0,1,1680.72
3606,10098080,male,25,175.0,78.0,5,3495.24
3607,18922370,female,24,171.0,68.0,2,2066.35
3608,13887001,male,72,191.0,98.0,2,2576.75
3609,19910249,male,44,183.0,82.0,1,2166.24
3610,13781321,male,38,192.0,89.0,1,2384.28
3611,11621985,male,50,170.0,73.0,4,2718.77
3612,19741778,male,67,204.0,102.0,1,2433.36
3613,19147723,male,30,190.0,90.0,3,3169.75
3614,10602562,male,67,190.0,87.0,2,2409.41
3615,16557786,male,20,209.0,109.0,4,4257.82
3616,13531243,male,54,182.0,81.0,4,2964.41
3617,11037174,female,29,181.0,71.0,1,1831.32
3618,16429622,female,25,153.0,58.0,4,2362.73
3619,14598018,male,39,194.0,94.0,1,2470.32
3620,19687890,female,54,181.0,85.0,4,2661.68
3621,10679437,female,21,156.0,56.0,1,1649.64
3622,12129584,female,62,176.0,77.0,5,2697.24
3623,19715842,female,67,145.0,52.0,5,2090.57
3624,11171031,male,30,182.0,84.0,3,2980.34
3625,18914851,female,24,172.0,67.0,3,2317.25
3626,16856583,male,20,163.0,70.0,4,2939.4
3627,18524844,female,61,155.0,56.0,4,2043.95
3628,12084103,male,35,205.0,100.0,3,3445.65
3629,12253064,male,77,207.0,105.0,3,3124.65
3630,14294058,female,54,171.0,70.0,1,1657.2
3631,18869437,female,32,157.0,58.0,2,1848.0
3632,12027550,female,35,169.0,69.0,5,2768.49
3633,11519985,male,66,181.0,90.0,4,3027.72
3634,11879530,male,40,183.0,83.0,1,2215.32
3635,18890342,female,25,163.0,65.0,4,2509.7
3636,10666751,male,75,171.0,75.0,1,1726.2
3637,13889180,female,39,182.0,72.0,3,2310.27
3638,10277943,female,21,166.0,62.0,5,2755.57
3639,17372184,male,27,179.0,73.0,1,2133.0
3640,13707141,male,32,186.0,91.0,2,2784.51
3641,12477226,male,23,154.0,60.0,2,2064.7
3642,15973862,male,58,188.0,88.0,4,3134.67
3643,10320322,female,25,174.0,74.0,2,2146.51
3644,15918487,male,59,195.0,104.0,3,3200.13
3645,15452606,male,27,197.0,100.0,5,4251.06
3646,17791415,male,58,177.0,78.0,3,2519.06
3647,14429861,female,28,162.0,58.0,1,1646.16
3648,13929949,male,24,183.0,82.0,5,3688.28
3649,14224782,male,66,176.0,83.0,4,2819.17
3650,13650851,male,39,188.0,88.0,3,3016.92
3651,16082376,female,68,150.0,53.0,1,1337.04
3652,14611732,female,54,157.0,63.0,3,1997.33
3653,16957143,male,37,196.0,104.0,3,3439.76
3654,14333587,male,23,189.0,90.0,3,3235.78
3655,19701266,female,20,165.0,61.0,4,2490.21
3656,17487188,female,73,167.0,71.0,4,2232.32
3657,17271452,male,43,198.0,101.0,3,3328.31
3658,19298349,female,51,171.0,72.0,5,2687.17
3659,15576113,male,63,185.0,90.0,5,3411.64
3660,17081240,male,72,188.0,88.0,3,2669.1
3661,14326264,female,32,185.0,85.0,2,2273.7
3662,19324111,female,70,173.0,70.0,3,2029.57
